Player,Year,Pos,Age,G,MP,PTS,TRB,AST
Gordan GiriÄek,2007,SG,29,61,19.5,7.8,2.1,1.0
Jarron Collins,2007,C,28,82,11.1,2.5,2.1,0.7
Matt Harpring,2007,SF,30,77,25.5,11.6,4.6,1.3
Mehmet Okur,2007,C,27,80,33.3,17.6,7.2,2.0
Paul Millsap,2007,PF,21,82,18.0,6.8,5.2,0.8
Rafael AraÃºjo,2007,C,26,28,8.9,2.6,2.4,0.4
Roger Powell,2007,SF,24,3,4.3,0.7,1.0,0.0
Ronnie Brewer,2007,SG,21,56,12.1,4.6,1.3,0.4
Andrei Kirilenko,2008,SF,26,72,30.8,11.0,4.7,4.0
C.J. Miles,2008,SG,20,60,11.5,5.0,1.3,0.9
Carlos Boozer,2008,PF,26,81,34.9,21.1,10.4,2.9
Deron Williams,2008,PG,23,82,37.3,18.8,3.0,10.5
Jarron Collins,2008,C,29,70,10.0,1.7,1.7,0.5
Jason Hart,2008,PG,29,57,10.6,2.9,1.0,1.5
Kyle Korver,2008,SG-PF,26,75,23.1,9.9,2.3,1.3
Kyrylo Fesenko,2008,C,21,9,7.8,1.6,2.8,0.2
Matt Harpring,2008,SF,31,76,18.1,8.2,3.2,1.1
Mehmet Okur,2008,C,28,72,33.2,14.5,7.7,2.0
Morris Almond,2008,SG,22,9,4.3,1.4,0.2,0.3
Paul Millsap,2008,PF,22,82,20.8,8.1,5.6,1.0
Ronnie Brewer,2008,SG,22,76,27.5,12.0,2.9,1.8
Ronnie Price,2008,PG,24,61,9.6,3.7,0.8,1.3
Andrei Kirilenko,2009,PF,27,67,27.3,11.6,4.8,2.6
Brevin Knight,2009,PG,33,74,12.7,2.4,1.2,2.6
C.J. Miles,2009,SG,21,72,22.5,9.1,2.3,1.5
Carlos Boozer,2009,PF,27,37,32.4,16.2,10.4,2.1
Deron Williams,2009,PG,24,68,36.8,19.4,2.9,10.7
Jarron Collins,2009,C,30,26,7.7,1.5,1.4,0.3
Kosta Koufos,2009,C,19,48,11.8,4.7,2.9,0.4
Kyle Korver,2009,SF,27,78,24.0,9.0,3.3,1.8
Kyrylo Fesenko,2009,C,22,21,7.4,2.3,1.8,0.2
Matt Harpring,2009,SG,32,63,11.0,4.4,2.0,0.4
Mehmet Okur,2009,C,29,72,33.5,17.0,7.7,1.7
Morris Almond,2009,SG,23,25,10.2,3.7,1.4,0.3
Paul Millsap,2009,PF,23,76,30.1,13.5,8.6,1.8
Ronnie Brewer,2009,SF,23,81,32.2,13.7,3.7,2.2
Ronnie Price,2009,PG,25,52,14.2,4.0,1.3,2.1
Andrei Kirilenko,2010,SF,28,58,29.0,11.9,4.6,2.7
C.J. Miles,2010,SF,22,63,23.8,9.9,2.7,1.7
Carlos Boozer,2010,PF,28,78,34.3,19.5,11.2,3.2
Deron Williams,2010,PG,25,76,36.9,18.7,4.0,10.5
Kosta Koufos,2010,C,20,36,4.8,1.5,1.3,0.2
Kyle Korver,2010,SG,28,52,18.3,7.2,2.1,1.7
Kyrylo Fesenko,2010,C,23,49,8.3,2.6,1.8,0.3
Mehmet Okur,2010,C,30,73,29.4,13.5,7.1,1.6
Othyus Jeffers,2010,SG,24,14,5.2,2.6,1.4,0.1
Paul Millsap,2010,PF,24,82,27.8,11.6,6.8,1.6
Ronnie Price,2010,PG,26,60,13.4,4.3,1.2,2.1
Sundiata Gaines,2010,PG,23,32,6.8,3.3,0.9,1.2
Wesley Matthews,2010,SG,23,82,24.7,9.4,2.3,1.5
Andrew Bogut,2006,PF,21,82,28.6,9.4,7.0,2.3
Bobby Simmons,2006,SF,25,75,33.8,13.4,4.4,2.3
Charlie Bell,2006,SG,26,59,21.7,8.4,2.0,2.2
Dan Gadzuric,2006,C,27,74,12.0,5.2,3.1,0.3
Ervin Johnson,2006,C,38,18,4.5,0.8,1.3,0.1
Jamaal Magloire,2006,C,27,82,30.1,9.2,9.5,0.7
Jermaine Jackson,2006,PG,29,30,6.7,1.2,0.9,0.8
JiÅ™Ã­ Welsch,2006,SF,26,58,14.9,4.3,1.9,1.1
Joe Smith,2006,PF,30,44,20.2,8.6,5.2,0.7
Michael Redd,2006,SG,26,80,39.1,25.4,4.3,2.9
Mo Williams,2006,PG,23,58,26.4,12.1,2.5,4.0
Reece Gaines,2006,PG,25,12,4.5,1.1,0.0,0.3
T.J. Ford,2006,PG,22,72,35.5,12.2,4.3,6.6
Toni KukoÄ,2006,PF,37,65,15.7,4.9,2.3,2.1
Andrew Bogut,2007,C,22,66,34.2,12.3,8.8,3.0
Brian Skinner,2007,PF,30,67,22.7,4.4,5.7,0.9
Charlie Bell,2007,SG,27,82,34.7,13.5,2.9,3.0
Charlie Villanueva,2007,PF,22,39,25.2,11.8,5.8,0.9
Chris McCray,2007,SG,22,5,2.4,0.0,0.0,0.0
Damir Markota,2007,PF,21,30,5.7,1.7,1.0,0.2
Dan Gadzuric,2007,C,28,54,15.6,4.8,4.6,0.5
David Noel,2007,PF,22,68,11.6,2.7,1.8,1.0
Earl Boykins,2007,PG,30,66,30.8,14.6,2.1,4.4
Ersan Ä°lyasova,2007,PF,19,66,14.7,6.1,2.9,0.7
Jared Reiner,2007,C,24,27,9.0,1.2,2.6,0.5
Julius Hodge,2007,SG,23,9,7.2,1.7,0.9,1.3
Lynn Greer,2007,SG,27,41,10.5,4.1,0.7,1.3
Michael Redd,2007,SF,27,53,38.4,26.7,3.7,2.3
Mo Williams,2007,PG,24,68,36.4,17.3,4.8,6.1
Ruben Patterson,2007,SF,31,81,31.0,14.7,5.4,2.9
Andrew Bogut,2008,C,23,78,34.9,14.3,9.8,2.6
Awvee Storey,2008,SG,30,26,10.0,3.5,2.1,0.6
Bobby Simmons,2008,SF,27,70,21.7,7.6,3.2,1.1
Charlie Bell,2008,SG,28,68,23.9,7.6,2.5,3.1
Charlie Villanueva,2008,PF,23,76,24.1,11.7,6.1,1.0
Dan Gadzuric,2008,C,29,51,10.5,3.2,2.8,0.2
Desmond Mason,2008,SF,30,59,28.8,9.7,4.3,2.1
Jake Voskuhl,2008,C,30,44,8.8,2.2,2.2,0.3
Michael Redd,2008,SG,28,72,37.5,22.7,4.3,3.4
Michael Ruffin,2008,C,31,46,13.7,2.0,4.0,0.5
Mo Williams,2008,PG,25,66,36.5,17.2,3.5,6.3
Ramon Sessions,2008,PG,21,17,26.5,8.1,3.4,7.5
Royal Ivey,2008,PG,26,75,19.2,5.6,1.6,2.1
Yi Jianlian,2008,PF,20,66,25.0,8.6,5.2,0.8
Andrew Bogut,2009,C,24,36,31.2,11.7,10.3,2.0
Charlie Bell,2009,SG,29,70,25.5,8.4,1.9,2.2
Charlie Villanueva,2009,PF,24,78,26.9,16.2,6.7,1.8
Damon Jones,2009,PG,32,18,6.0,1.8,0.3,0.4
Dan Gadzuric,2009,C,30,67,14.0,4.0,3.8,0.6
Eddie Gill,2009,PG,30,6,7.2,2.3,0.7,1.8
Francisco Elson,2009,C,32,59,16.6,3.4,3.9,0.5
Joe Alexander,2009,SF,22,59,12.1,4.7,1.9,0.7
Keith Bogans,2009,SG,28,65,19.6,5.6,3.1,1.0
Luc Mbah a Moute,2009,PF,22,82,25.8,7.2,5.9,1.1
Luke Ridnour,2009,PG,27,72,28.2,9.6,3.0,5.1
Malik Allen,2009,PF,30,49,11.8,3.2,2.1,0.7
Michael Redd,2009,SG,29,33,36.5,21.2,3.2,2.7
Ramon Sessions,2009,PG,22,79,27.5,12.4,3.4,5.7
Richard Jefferson,2009,SF,28,82,35.8,19.6,4.6,2.4
Andrew Bogut,2010,C,25,69,32.3,15.9,10.2,1.8
Brandon Jennings,2010,PG,20,82,32.6,15.5,3.4,5.7
Carlos Delfino,2010,SF,27,75,30.4,11.0,5.3,2.7
Charlie Bell,2010,SG,30,71,22.7,6.5,1.9,1.5
Dan Gadzuric,2010,C,31,32,9.8,2.8,2.9,0.4
Darnell Jackson,2010,PF,24,28,4.4,0.8,0.8,0.1
Ersan Ä°lyasova,2010,PF,22,81,23.4,10.4,6.4,1.0
Jerry Stackhouse,2010,SG,35,42,20.4,8.5,2.4,1.7
John Salmons,2010,SG,30,81,34.9,15.4,3.3,2.8
Kurt Thomas,2010,C,37,70,15.0,3.0,4.2,0.7
Luc Mbah a Moute,2010,PF,23,73,25.6,6.2,5.5,1.1
Luke Ridnour,2010,PG,28,82,21.5,10.4,1.7,4.0
Michael Redd,2010,SG,30,18,27.3,11.9,3.0,2.2
PrimoÅ¾ Brezec,2010,C,30,21,4.5,0.9,1.2,0.0
Roko UkiÄ‡,2010,PG,25,13,7.5,3.1,0.2,0.9
Royal Ivey,2010,SG,28,44,7.4,2.1,0.8,0.6
Andrew Bogut,2011,C,26,65,35.3,12.8,11.1,2.0
Brandon Jennings,2011,PG,21,63,34.4,16.2,3.7,4.8
Brian Skinner,2011,C,34,2,3.0,0.0,0.0,0.0
Carlos Delfino,2011,SF,28,49,32.4,11.5,4.1,2.3
Chris Douglas-Roberts,2011,SF,24,44,20.1,7.3,2.0,1.1
Corey Maggette,2011,SF,31,67,20.9,12.0,3.6,1.3
Drew Gooden,2011,PF,29,35,24.6,11.3,6.8,1.3
Earl Boykins,2011,PG,34,57,15.1,7.2,1.0,2.5
Ersan Ä°lyasova,2011,PF,23,60,25.1,9.5,6.1,0.9
John Salmons,2011,SG,31,73,35.0,14.0,3.6,3.5
Jon Brockman,2011,C,23,63,10.7,2.2,2.9,0.3
Keyon Dooling,2011,PG,30,80,22.0,7.1,1.5,3.0
Larry Sanders,2011,C,22,60,14.5,4.3,3.0,0.3
Luc Mbah a Moute,2011,PF,24,79,26.5,6.7,5.3,0.9
Michael Redd,2011,SG,31,10,13.4,4.4,0.8,1.2
Andrew Bogut,2012,C,27,12,30.3,11.3,8.3,2.6
Beno Udrih,2012,SG,29,59,18.3,5.9,1.7,3.8
Brandon Jennings,2012,PG,22,66,35.3,19.1,3.4,5.5
Carlos Delfino,2012,SF,29,54,28.5,9.0,3.9,2.3
Darington Hobson,2012,SG,24,5,7.8,0.8,0.6,1.2
Drew Gooden,2012,C,30,56,26.2,13.7,6.5,2.6
Ekpe Udoh,2012,C,24,61,21.1,5.6,4.2,0.9
Ersan Ä°lyasova,2012,PF,24,60,27.6,13.0,8.8,1.2
Jon Brockman,2012,PF,24,35,6.8,1.1,2.1,0.3
Jon Leuer,2012,PF,22,46,12.1,4.7,2.6,0.5
Larry Sanders,2012,PF,23,52,12.4,3.6,3.1,0.6
Luc Mbah a Moute,2012,PF,25,43,23.5,7.7,5.3,0.7
Mike Dunleavy,2012,SF,31,55,26.3,12.3,3.7,2.1
Monta Ellis,2012,SG,26,58,36.6,20.4,3.4,6.0
Shaun Livingston,2012,SG,26,58,18.8,5.5,2.1,2.1
Tobias Harris,2012,SF,19,42,11.4,5.0,2.4,0.5
Andrew Bogut,2013,C,28,32,24.6,5.8,7.7,2.1
Andris BiedriÅ†Å¡,2013,C,26,53,9.3,0.5,2.9,0.3
Brandon Rush,2013,SF,27,2,12.5,7.0,0.5,1.0
Carl Landry,2013,PF,29,81,23.2,10.8,6.0,0.8
David Lee,2013,PF,29,79,36.8,18.5,11.2,3.5
Draymond Green,2013,SF,22,79,13.4,2.9,3.3,0.7
Festus Ezeli,2013,C,23,78,14.4,2.4,4.0,0.3
Harrison Barnes,2013,SF,20,81,25.4,9.2,4.1,1.2
Jarrett Jack,2013,SG,29,79,29.7,12.9,3.1,5.6
Kent Bazemore,2013,SG,23,61,4.4,2.0,0.4,0.4
Klay Thompson,2013,SG,22,82,35.8,16.6,3.7,2.2
Richard Jefferson,2013,SF,32,56,10.1,3.1,1.5,0.6
Stephen Curry,2013,PG,24,78,38.2,22.9,4.0,6.9
Andrew Bogut,2017,C,32,27,21.6,2.9,8.1,1.8
Channing Frye,2017,C,33,74,18.9,9.1,3.9,0.6
Chris Andersen,2017,C,38,12,9.5,2.3,2.6,0.4
Dahntay Jones,2017,SF,36,1,12.0,9.0,2.0,1.0
Deron Williams,2017,PG,32,64,25.9,11.0,2.3,5.6
Derrick Williams,2017,PF,25,50,16.1,6.1,2.6,0.6
Edy Tavares,2017,C,24,2,14.0,4.0,5.5,0.5
Iman Shumpert,2017,SG,26,76,25.5,7.5,2.9,1.4
J.R. Smith,2017,SG,31,41,29.0,8.6,2.8,1.5
James Jones,2017,SF,36,48,7.9,2.8,0.8,0.3
Jordan McRae,2017,SG,25,37,10.4,4.4,1.1,0.5
Kay Felder,2017,PG,21,42,9.2,4.0,1.0,1.4
Kevin Love,2017,PF,28,60,31.4,19.0,11.1,1.9
Kyle Korver,2017,SG,35,67,26.2,10.1,2.8,1.6
Kyrie Irving,2017,PG,24,72,35.1,25.2,3.2,5.8
Larry Sanders,2017,C,28,5,2.6,0.8,0.8,0.0
LeBron James,2017,SF,32,74,37.8,26.4,8.6,8.7
Richard Jefferson,2017,SF,36,79,20.4,5.7,2.6,1.0
Tristan Thompson,2017,C,25,78,29.9,8.1,9.2,1.0
Andrew Bynum,2008,C,20,35,28.8,13.1,10.2,1.7
Chris Mihm,2008,C,28,23,12.1,3.6,3.3,0.6
Coby Karl,2008,SG,24,17,4.2,1.8,0.8,0.5
D.J. Mbenga,2008,C,27,42,7.8,2.0,1.7,0.2
Derek Fisher,2008,PG,33,82,27.4,11.7,2.1,2.9
Ira Newble,2008,SG-SF,33,49,14.2,3.8,2.6,0.4
Jordan Farmar,2008,PG,21,82,20.6,9.1,2.2,2.7
Kobe Bryant,2008,SG,29,82,38.9,28.3,6.3,5.4
Lamar Odom,2008,PF,28,77,37.9,14.2,10.6,3.5
Luke Walton,2008,SF,27,74,23.4,7.2,3.9,2.9
Pau Gasol,2008,C,27,66,35.6,18.9,8.4,3.2
Ronny Turiaf,2008,C,25,78,18.7,6.6,3.9,1.6
Sasha VujaÄiÄ‡,2008,SG,23,72,17.8,8.8,2.1,1.0
Trevor Ariza,2008,SF,22,35,15.6,5.5,3.1,1.3
Vladimir RadmanoviÄ‡,2008,SF,27,65,22.8,8.4,3.3,1.9
Andrew Bynum,2011,C,23,54,27.8,11.3,9.4,1.4
Derek Fisher,2011,PG,36,82,28.0,6.8,1.9,2.7
Derrick Caracter,2011,C,22,41,5.2,2.0,1.0,0.2
Devin Ebanks,2011,SG,21,20,5.9,3.1,1.4,0.1
Joe Smith,2011,PF,35,16,4.3,0.5,1.3,0.3
Kobe Bryant,2011,SG,32,82,33.9,25.3,5.1,4.7
Lamar Odom,2011,PF,31,82,32.2,14.4,8.7,3.0
Luke Walton,2011,SF,30,54,9.0,1.7,1.2,1.1
Matt Barnes,2011,SF,30,53,19.2,6.7,4.3,1.3
Metta World Peace,2011,SF,31,82,29.4,8.5,3.3,2.1
Pau Gasol,2011,C,30,82,37.0,18.8,10.2,3.3
Shannon Brown,2011,SG,25,82,19.1,8.7,1.9,1.2
Steve Blake,2011,PG,30,79,20.0,4.0,2.0,2.2
Theo Ratliff,2011,C,37,10,7.1,0.2,1.3,0.3
Trey Johnson,2011,SG,26,8,11.8,4.3,0.9,1.4
Andrew Bynum,2012,C,24,60,35.2,18.7,11.8,1.4
Andrew Goudelock,2012,SG,23,40,10.5,4.4,0.8,0.5
Christian Eyenga,2012,SF,22,7,14.6,2.4,2.0,0.7
Darius Morris,2012,PG,21,19,8.9,2.4,0.8,1.1
Devin Ebanks,2012,SG,22,24,16.5,4.0,2.3,0.5
Jason Kapono,2012,SG,30,27,10.0,2.0,0.5,0.4
Jordan Hill,2012,C,24,39,14.1,5.0,4.8,0.4
Josh McRoberts,2012,PF,24,50,14.4,2.8,3.4,1.0
Kobe Bryant,2012,SG,33,58,38.5,27.9,5.4,4.6
Matt Barnes,2012,SF,31,63,22.9,7.8,5.5,2.0
Metta World Peace,2012,SF,32,64,26.9,7.7,3.4,2.2
Pau Gasol,2012,PF,31,65,37.4,17.4,10.4,3.6
Ramon Sessions,2012,PG,25,64,26.7,11.3,3.3,5.5
Steve Blake,2012,PG,31,53,23.3,5.2,1.6,3.3
Troy Murphy,2012,PF,31,59,16.2,3.2,3.2,0.9
Andrew Bynum,2014,C,26,26,19.8,8.7,5.6,1.1
C.J. Watson,2014,PG,29,63,18.9,6.6,1.6,1.7
Chris Copeland,2014,SF,29,41,6.5,3.7,0.8,0.4
David West,2014,PF,33,80,30.9,14.0,6.8,2.8
Donald Sloan,2014,SG,26,48,8.2,2.3,0.9,1.0
Evan Turner,2014,SF,25,81,30.3,14.0,5.0,3.2
George Hill,2014,PG,27,76,32.0,10.3,3.7,3.5
Ian Mahinmi,2014,C,27,77,16.2,3.5,3.3,0.3
Lance Stephenson,2014,SG,23,78,35.3,13.8,7.2,4.6
Lavoy Allen,2014,PF,24,65,16.5,4.7,4.8,1.1
Luis Scola,2014,PF,33,82,17.1,7.6,4.8,1.0
Paul George,2014,SF,23,80,36.2,21.7,6.8,3.5
Rasual Butler,2014,SG,34,50,7.6,2.7,0.8,0.3
Roy Hibbert,2014,C,27,81,29.7,10.8,6.6,1.1
Solomon Hill,2014,SF,22,28,8.1,1.7,1.5,0.4
Andrew DeClercq,2003,C,29,77,17.2,4.7,4.4,0.7
Chris Whitney,2003,PG,31,51,20.6,7.0,1.3,2.8
Darrell Armstrong,2003,PG,34,82,28.7,9.4,3.6,3.9
Drew Gooden,2003,SF-PF,21,70,26.8,12.5,6.5,1.2
Gordan GiriÄek,2003,SG-SF,25,76,28.3,12.3,3.1,1.8
Grant Hill,2003,SF,30,29,29.1,14.5,7.1,4.2
Horace Grant,2003,PF,37,5,17.0,5.2,1.6,1.4
Jacque Vaughn,2003,PG,27,80,21.1,5.9,1.5,2.9
Jeryl Sasser,2003,SG,23,75,13.7,2.6,2.5,0.9
Olumide Oyedeji,2003,C,21,27,5.4,1.0,1.9,0.2
Pat Burke,2003,C,29,62,12.6,4.3,2.4,0.4
Pat Garrity,2003,PF,26,81,31.9,10.7,3.8,1.5
Shawn Kemp,2003,C,33,79,20.7,6.8,5.7,0.7
Steven Hunter,2003,C,21,33,13.5,3.9,2.8,0.2
Tracy McGrady,2003,SG,23,75,39.4,32.1,6.5,5.5
Andrew DeClercq,2004,C,30,71,17.1,3.2,4.5,0.6
Britton Johnsen,2004,C,24,20,14.5,2.1,2.3,0.6
DeShawn Stevenson,2004,SG-SF,22,80,30.6,11.4,3.7,2.0
Derrick Dial,2004,SG,28,9,9.6,2.9,1.4,0.2
Desmond Penigar,2004,PF,22,10,8.9,3.2,2.4,0.3
Drew Gooden,2004,PF,22,79,27.0,11.6,6.5,1.1
Juwan Howard,2004,PF,30,81,35.5,17.0,7.0,2.0
Keith Bogans,2004,SF,23,73,24.5,6.8,4.3,1.3
Pat Garrity,2004,PF,27,2,11.0,1.0,0.0,0.5
Reece Gaines,2004,PG,23,38,9.6,1.8,1.0,1.1
Sean Rooks,2004,C,34,55,10.8,2.6,1.8,0.5
Steven Hunter,2004,C,22,59,13.4,3.2,2.9,0.2
Tracy McGrady,2004,SG,24,67,39.9,28.0,6.0,5.5
Tyronn Lue,2004,PG,26,76,30.7,10.5,2.5,4.2
Zaza Pachulia,2004,C,19,59,11.3,3.3,2.9,0.2
Andrew Goudelock,2013,SG,24,1,6.0,0.0,1.0,0.0
Antawn Jamison,2013,PF,36,76,21.5,9.4,4.8,0.7
Chris Duhon,2013,PG,30,46,17.8,2.9,1.5,2.9
Darius Johnson-Odom,2013,SG,23,4,1.5,0.0,1.0,0.3
Darius Morris,2013,PG,22,48,14.2,4.0,1.2,1.6
Devin Ebanks,2013,SF,23,19,10.4,3.4,2.2,0.5
Dwight Howard,2013,C,27,76,35.8,17.1,12.4,1.4
Earl Clark,2013,PF,25,59,23.1,7.3,5.5,1.1
Jodie Meeks,2013,SG,25,78,21.3,7.9,2.2,0.9
Jordan Hill,2013,PF,25,29,15.8,6.7,5.7,0.4
Kobe Bryant,2013,SG,34,78,38.6,27.3,5.6,6.0
Metta World Peace,2013,SF,33,75,33.7,12.4,5.0,1.5
Pau Gasol,2013,PF,32,49,33.8,13.7,8.6,4.1
Robert Sacre,2013,C,23,32,6.3,1.3,1.1,0.2
Steve Blake,2013,PG,32,45,26.1,7.3,2.9,3.8
Steve Nash,2013,PG,38,50,32.5,12.7,2.8,6.7
Andrew Goudelock,2016,PG,27,8,6.3,2.8,0.3,0.5
Chuck Hayes,2016,C,32,2,12.0,2.0,4.0,1.0
Clint Capela,2016,C,21,77,19.1,7.0,6.4,0.6
Corey Brewer,2016,SF,29,82,20.4,7.2,2.4,1.3
Donatas MotiejÅ«nas,2016,PF,25,37,14.8,6.2,2.9,1.1
Dwight Howard,2016,C,30,71,32.1,13.7,11.8,1.4
James Harden,2016,SG,26,82,38.1,29.0,6.1,7.5
Jason Terry,2016,SG,38,72,17.5,5.9,1.1,1.4
Josh Smith,2016,PF,30,55,16.0,6.0,3.5,1.6
K.J. McDaniels,2016,SF,22,37,6.4,2.4,1.1,0.3
Michael Beasley,2016,PF,27,20,18.2,12.8,4.9,0.8
Montrezl Harrell,2016,PF,22,39,9.7,3.6,1.7,0.4
Patrick Beverley,2016,PG,27,71,28.7,9.9,3.5,3.4
Sam Dekker,2016,PF,21,3,2.0,0.0,0.3,0.0
Terrence Jones,2016,PF,24,50,20.9,8.7,4.2,0.8
Trevor Ariza,2016,SF,30,81,35.3,12.7,4.5,2.3
Andrew Harrison,2017,PG,22,72,20.5,5.9,1.9,2.8
Brandan Wright,2017,PF,29,28,16.0,6.8,2.8,0.5
Chandler Parsons,2017,SF,28,34,19.9,6.2,2.5,1.6
Deyonta Davis,2017,C,20,36,6.6,1.6,1.7,0.1
JaMychal Green,2017,PF,26,77,27.3,8.9,7.1,1.1
James Ennis III,2017,SF,26,64,23.5,6.7,4.0,1.0
Jarell Martin,2017,PF,22,42,13.3,3.9,3.9,0.2
Marc Gasol,2017,C,32,74,34.2,19.5,6.3,4.6
Mike Conley,2017,PG,29,69,33.2,20.5,3.5,6.3
Toney Douglas,2017,PG,30,24,16.4,4.9,2.5,2.3
Tony Allen,2017,SG,35,71,27.0,9.1,5.5,1.4
Troy Daniels,2017,SG,25,67,17.7,8.2,1.5,0.7
Vince Carter,2017,SF,40,73,24.6,8.0,3.1,1.8
Wade Baldwin,2017,PG,20,33,12.3,3.2,1.4,1.8
Wayne Selden,2017,SG,22,14,16.9,5.1,1.1,0.9
Zach Randolph,2017,PF,35,73,24.5,14.1,8.2,1.7
Andrew Harrison,2018,PG,23,56,23.7,9.5,2.3,3.2
Ben McLemore,2018,SG,24,56,19.5,7.5,2.5,0.9
Briante Weber,2018,PG,25,18,13.2,2.8,1.9,1.2
Brice Johnson,2018,PF,23,18,5.4,2.4,1.7,0.1
Chandler Parsons,2018,SF,29,36,19.2,7.9,2.5,1.9
Deyonta Davis,2018,C,21,62,15.2,5.8,4.0,0.6
Dillon Brooks,2018,SF,22,82,28.7,11.0,3.1,1.6
Ivan Rabb,2018,PF,20,36,14.3,5.6,4.4,0.9
JaMychal Green,2018,PF,27,55,28.0,10.3,8.4,1.4
Jarell Martin,2018,PF,23,73,22.8,7.7,4.4,1.0
Kobi Simmons,2018,PG,20,32,20.1,6.1,1.6,2.1
MarShon Brooks,2018,SG,29,7,27.6,20.1,3.0,3.6
Marc Gasol,2018,C,33,73,33.0,17.2,8.1,4.2
Mario Chalmers,2018,PG,31,66,21.5,7.7,2.4,3.0
Marquis Teague,2018,PG,24,3,24.7,3.7,2.0,4.3
Mike Conley,2018,PG,30,12,31.1,17.1,2.3,4.1
Myke Henry,2018,SF,25,20,18.9,5.4,1.9,1.1
Omari Johnson,2018,PF,28,4,18.8,5.5,2.8,1.8
Tyreke Evans,2018,PG,28,52,30.9,19.4,5.1,5.2
Vince Hunter,2018,PF,23,4,1.8,1.5,0.8,0.0
Wayne Selden,2018,SG,23,35,19.8,9.3,1.6,1.9
Xavier Rathan-Mayes,2018,SG,23,5,23.6,5.8,1.0,3.6
Andrew Harrison,2019,PG,24,17,11.0,3.2,1.2,1.4
Anthony Davis,2019,C,25,56,33.0,25.9,12.0,3.9
Cheick Diallo,2019,PF,22,64,14.0,6.0,5.2,0.5
Christian Wood,2019,PF,23,21,12.0,8.2,4.0,0.4
Dairis BertÄns,2019,SG,29,12,13.9,2.8,0.8,0.8
Darius Miller,2019,SF,28,69,25.5,8.2,1.9,2.1
E'Twaun Moore,2019,SG,29,53,27.6,11.9,2.4,1.9
Elfrid Payton,2019,PG,24,42,29.8,10.6,5.2,7.6
Frank Jackson,2019,PG,20,61,19.2,8.1,2.2,1.1
Ian Clark,2019,SG,27,60,16.2,6.7,1.5,1.6
Jahlil Okafor,2019,C,23,59,15.8,8.2,4.7,0.7
Jason Smith,2019,PF-C,32,20,9.5,3.3,2.6,0.7
Jrue Holiday,2019,SG,28,67,35.9,21.2,5.0,7.7
Julius Randle,2019,PF,24,73,30.6,21.4,8.7,3.1
Kenrich Williams,2019,SF,24,46,23.5,6.1,4.8,1.8
Solomon Hill,2019,SF,27,44,20.0,4.3,3.0,1.3
Stanley Johnson,2019,SF,22,66,18.3,6.9,3.3,1.3
Andrew Nicholson,2014,PF,24,76,15.4,5.7,3.4,0.3
Arron Afflalo,2014,SG,28,73,35.0,18.2,3.6,3.4
Dewayne Dedmon,2014,C,24,31,12.6,3.1,4.1,0.2
Doron Lamb,2014,SG,22,53,13.1,3.6,0.9,0.8
E'Twaun Moore,2014,SG,24,79,19.1,6.3,1.7,1.4
Jameer Nelson,2014,PG,31,68,32.0,12.1,3.4,7.0
Jason Maxiell,2014,PF,30,34,14.4,3.2,2.5,0.3
Kyle O'Quinn,2014,C,23,69,17.2,6.2,5.3,1.1
Maurice Harkless,2014,SF,20,80,24.4,7.4,3.3,1.0
Nikola VuÄeviÄ‡,2014,C,23,57,31.8,14.2,11.0,1.8
Ronnie Price,2014,SG,30,31,12.2,2.4,1.4,2.1
Solomon Jones,2014,PF,29,11,7.7,1.3,1.5,0.2
Tobias Harris,2014,PF,21,61,30.3,14.6,7.0,1.3
Victor Oladipo,2014,PG,21,80,31.1,13.8,4.1,4.1
Andrew Nicholson,2017,PF,27,38,9.0,2.6,1.6,0.3
Anthony Bennett,2017,PF,23,23,11.5,5.0,3.4,0.5
Archie Goodwin,2017,SG,22,15,14.3,7.3,1.9,1.6
Brook Lopez,2017,C,28,75,29.6,20.5,5.4,2.3
Caris LeVert,2017,SF,22,57,21.7,8.2,3.3,1.9
Greivis VÃ¡squez,2017,PG,30,3,13.0,2.3,0.7,1.7
Isaiah Whitehead,2017,PG,21,73,22.5,7.4,2.5,2.6
Jeremy Lin,2017,PG,28,36,24.5,14.5,3.8,5.1
Joe Harris,2017,SG,25,52,21.9,8.2,2.8,1.0
Justin Hamilton,2017,C,26,64,18.4,6.9,4.1,0.9
K.J. McDaniels,2017,SF,23,49,10.3,4.2,1.7,0.3
Luis Scola,2017,PF,36,36,12.8,5.1,3.9,1.0
Quincy Acy,2017,PF,26,38,14.7,5.8,3.0,0.5
Randy Foye,2017,SG,33,69,18.6,5.2,2.2,2.0
Rondae Hollis-Jefferson,2017,SF,22,78,22.6,8.7,5.8,2.0
Sean Kilpatrick,2017,SG,27,70,25.1,13.1,4.0,2.2
Spencer Dinwiddie,2017,PG,23,59,22.6,7.3,2.8,3.1
Trevor Booker,2017,PF,29,71,24.7,10.0,8.0,1.9
Andrew White,2018,SF,24,15,13.9,4.6,2.3,0.4
Antonius Cleveland,2018,SG,23,17,7.2,1.4,0.8,0.1
Damion Lee,2018,SG,25,15,26.9,10.7,4.7,1.9
DeAndre' Bembry,2018,SF,23,26,17.5,5.2,2.8,1.9
Dennis SchrÃ¶der,2018,PG,24,67,31.0,19.4,3.1,6.2
Dewayne Dedmon,2018,C,28,62,24.9,10.0,7.9,1.5
Isaiah Taylor,2018,PG,23,67,17.4,6.6,1.4,3.1
